combined/run1/order0-0//bench-strnlen0.out
combined/run1/order0-0//bench-strnlen1.out
combined/run1/order0-0//bench-strnlen2.out
combined/run1/order0-0//bench-strnlen3.out
combined/run1/order0-0//bench-strnlen4.out
combined/run1/order0-0//bench-strnlen5.out
combined/run1/order0-0//bench-strnlen6.out
combined/run1/order0-0//bench-strnlen7.out
combined/run1/order0-0//bench-strnlen8.out
combined/run1/order0-0//bench-strnlen9.out

Results For: strnlen
len ,align ,max_char ,maxlen ,__strnlen_evex ,__strnlen_evex_sunil 
1312,0     ,127      ,1024   ,19.274         ,21.108              ,0.913 
1312,1     ,127      ,1024   ,20.934         ,21.128              ,0.991 
1312,64    ,127      ,1024   ,20.988         ,21.35               ,0.983 
1024,0     ,127      ,1312   ,23.356         ,22.839              ,1.023 
1024,1     ,127      ,1312   ,23.3           ,22.945              ,1.015 
1024,64    ,127      ,1312   ,24.689         ,23.244              ,1.062 
736 ,0     ,127      ,1024   ,19.069         ,17.54               ,1.087 
736 ,1     ,127      ,1024   ,19.028         ,17.527              ,1.086 
736 ,64    ,127      ,1024   ,19.983         ,19.437              ,1.028 
1024,0     ,127      ,736    ,15.673         ,16.936              ,0.925 
1024,1     ,127      ,736    ,15.684         ,17.732              ,0.885 
1024,64    ,127      ,736    ,17.606         ,18.603              ,0.946 
1344,0     ,127      ,1024   ,19.292         ,21.206              ,0.91  
1344,1     ,127      ,1024   ,20.914         ,21.07               ,0.993 
1344,64    ,127      ,1024   ,20.954         ,22.032              ,0.951 
1024,0     ,127      ,1344   ,23.293         ,22.929              ,1.016 
1024,1     ,127      ,1344   ,23.278         ,22.843              ,1.019 
1024,64    ,127      ,1344   ,24.577         ,22.905              ,1.073 
704 ,0     ,127      ,1024   ,19.059         ,17.535              ,1.087 
704 ,1     ,127      ,1024   ,18.991         ,17.607              ,1.079 
704 ,64    ,127      ,1024   ,19.475         ,19.512              ,0.998 
1024,0     ,127      ,704    ,15.708         ,16.622              ,0.945 
1024,1     ,127      ,704    ,15.628         ,16.665              ,0.938 
1024,64    ,127      ,704    ,15.646         ,17.673              ,0.885 
1376,0     ,127      ,1024   ,19.27          ,21.143              ,0.911 
1376,1     ,127      ,1024   ,20.991         ,20.647              ,1.017 
1376,64    ,127      ,1024   ,20.943         ,21.27               ,0.985 
1024,0     ,127      ,1376   ,23.264         ,22.472              ,1.035 
1024,1     ,127      ,1376   ,23.131         ,22.672              ,1.02  
1024,64    ,127      ,1376   ,24.514         ,22.914              ,1.07  
672 ,0     ,127      ,1024   ,18.036         ,17.42               ,1.035 
672 ,1     ,127      ,1024   ,18.001         ,17.604              ,1.023 
672 ,64    ,127      ,1024   ,19.033         ,17.735              ,1.073 
1024,0     ,127      ,672    ,15.671         ,15.38               ,1.019 
1024,1     ,127      ,672    ,15.661         ,17.221              ,0.909 
1024,64    ,127      ,672    ,15.679         ,16.879              ,0.929 
1408,0     ,127      ,1024   ,19.252         ,21.42               ,0.899 
1408,1     ,127      ,1024   ,20.91          ,21.495              ,0.973 
1408,64    ,127      ,1024   ,20.935         ,22.219              ,0.942 
1024,0     ,127      ,1408   ,23.224         ,23.66               ,0.982 
1024,1     ,127      ,1408   ,23.236         ,22.912              ,1.014 
1024,64    ,127      ,1408   ,24.629         ,23.549              ,1.046 
640 ,0     ,127      ,1024   ,17.737         ,17.625              ,1.006 
640 ,1     ,127      ,1024   ,17.765         ,17.691              ,1.004 
640 ,64    ,127      ,1024   ,18.961         ,17.682              ,1.072 
1024,0     ,127      ,640    ,13.768         ,16.025              ,0.859 
1024,1     ,127      ,640    ,15.623         ,15.718              ,0.994 
1024,64    ,127      ,640    ,15.701         ,16.981              ,0.925 
1440,0     ,127      ,1024   ,19.295         ,22.116              ,0.872 
1440,1     ,127      ,1024   ,20.871         ,21.323              ,0.979 
1440,64    ,127      ,1024   ,20.928         ,21.217              ,0.986 
1024,0     ,127      ,1440   ,23.243         ,22.956              ,1.013 
1024,1     ,127      ,1440   ,23.212         ,23.584              ,0.984 
1024,64    ,127      ,1440   ,24.664         ,23.351              ,1.056 
608 ,0     ,127      ,1024   ,17.264         ,15.724              ,1.098 
608 ,1     ,127      ,1024   ,17.244         ,15.648              ,1.102 
608 ,64    ,127      ,1024   ,18.068         ,17.496              ,1.033 
1024,0     ,127      ,608    ,13.842         ,15.443              ,0.896 
1024,1     ,127      ,608    ,13.805         ,16.047              ,0.86  
1024,64    ,127      ,608    ,15.71          ,16.307              ,0.963 
1472,0     ,127      ,1024   ,19.241         ,21.732              ,0.885 
1472,1     ,127      ,1024   ,20.958         ,21.962              ,0.954 
1472,64    ,127      ,1024   ,20.923         ,22.562              ,0.927 
1024,0     ,127      ,1472   ,23.165         ,23.189              ,0.999 
1024,1     ,127      ,1472   ,23.241         ,23.571              ,0.986 
1024,64    ,127      ,1472   ,24.656         ,23.88               ,1.032 
576 ,0     ,127      ,1024   ,17.371         ,15.93               ,1.09  
576 ,1     ,127      ,1024   ,17.282         ,15.733              ,1.098 
576 ,64    ,127      ,1024   ,17.877         ,17.709              ,1.009 
1024,0     ,127      ,576    ,13.91          ,15.142              ,0.919 
1024,1     ,127      ,576    ,13.86          ,15.819              ,0.876 
1024,64    ,127      ,576    ,13.876         ,16.141              ,0.86  
1504,0     ,127      ,1024   ,19.188         ,21.671              ,0.885 
1504,1     ,127      ,1024   ,20.868         ,22.551              ,0.925 
1504,64    ,127      ,1024   ,20.99          ,22.321              ,0.94  
1024,0     ,127      ,1504   ,23.136         ,23.163              ,0.999 
1024,1     ,127      ,1504   ,23.116         ,22.82               ,1.013 
1024,64    ,127      ,1504   ,24.524         ,22.9                ,1.071 
544 ,0     ,127      ,1024   ,16.266         ,15.645              ,1.04  
544 ,1     ,127      ,1024   ,16.229         ,15.679              ,1.035 
544 ,64    ,127      ,1024   ,17.291         ,15.646              ,1.105 
1024,0     ,127      ,544    ,13.865         ,14.177              ,0.978 
1024,1     ,127      ,544    ,13.807         ,14.833              ,0.931 
1024,64    ,127      ,544    ,13.813         ,15.015              ,0.92  
1536,0     ,127      ,1024   ,19.179         ,20.868              ,0.919 
1536,1     ,127      ,1024   ,20.887         ,21.643              ,0.965 
1536,64    ,127      ,1024   ,20.891         ,21.725              ,0.962 
1024,0     ,127      ,1536   ,23.112         ,23.298              ,0.992 
1024,1     ,127      ,1536   ,23.14          ,22.868              ,1.012 
1024,64    ,127      ,1536   ,24.55          ,23.308              ,1.053 
1568,0     ,127      ,1024   ,19.433         ,21.292              ,0.913 
1568,1     ,127      ,1024   ,21.041         ,21.024              ,1.001 
1568,64    ,127      ,1024   ,21.068         ,21.579              ,0.976 
1024,0     ,127      ,1568   ,23.251         ,22.802              ,1.02  
1024,1     ,127      ,1568   ,23.198         ,22.901              ,1.013 
1024,64    ,127      ,1568   ,24.762         ,23.356              ,1.06  
480 ,0     ,127      ,1024   ,15.48          ,13.859              ,1.117 
480 ,1     ,127      ,1024   ,15.387         ,13.828              ,1.113 
480 ,64    ,127      ,1024   ,16.349         ,15.73               ,1.039 
1024,0     ,127      ,480    ,12.006         ,12.907              ,0.93  
1024,1     ,127      ,480    ,12.016         ,14.079              ,0.853 
1024,64    ,127      ,480    ,13.836         ,14.357              ,0.964 
1600,0     ,127      ,1024   ,19.113         ,21.166              ,0.903 
1600,1     ,127      ,1024   ,20.92          ,20.681              ,1.012 
1600,64    ,127      ,1024   ,20.93          ,21.401              ,0.978 
1024,0     ,127      ,1600   ,23.238         ,22.808              ,1.019 
1024,1     ,127      ,1600   ,23.119         ,22.854              ,1.012 
1024,64    ,127      ,1600   ,24.506         ,23.155              ,1.058 
448 ,0     ,127      ,1024   ,15.435         ,13.899              ,1.111 
448 ,1     ,127      ,1024   ,15.326         ,13.827              ,1.108 
448 ,64    ,127      ,1024   ,15.88          ,15.657              ,1.014 
1024,0     ,127      ,448    ,12.03          ,13.324              ,0.903 
1024,1     ,127      ,448    ,12.035         ,13.065              ,0.921 
1024,64    ,127      ,448    ,12.063         ,14.208              ,0.849 
1632,0     ,127      ,1024   ,19.279         ,21.153              ,0.911 
1632,1     ,127      ,1024   ,20.962         ,21.931              ,0.956 
1632,64    ,127      ,1024   ,20.978         ,21.762              ,0.964 
1024,0     ,127      ,1632   ,23.244         ,23.046              ,1.009 
1024,1     ,127      ,1632   ,23.182         ,22.664              ,1.023 
1024,64    ,127      ,1632   ,24.55          ,22.917              ,1.071 
416 ,0     ,127      ,1024   ,14.611         ,14.169              ,1.031 
416 ,1     ,127      ,1024   ,14.507         ,14.103              ,1.029 
416 ,64    ,127      ,1024   ,15.455         ,13.864              ,1.115 
1024,0     ,127      ,416    ,12.011         ,12.488              ,0.962 
1024,1     ,127      ,416    ,12.027         ,13.287              ,0.905 
1024,64    ,127      ,416    ,13.099         ,14.485              ,0.904 
1664,0     ,127      ,1024   ,19.221         ,20.914              ,0.919 
1664,1     ,127      ,1024   ,20.935         ,20.625              ,1.015 
1664,64    ,127      ,1024   ,20.924         ,21.566              ,0.97  
1024,0     ,127      ,1664   ,23.214         ,22.857              ,1.016 
1024,1     ,127      ,1664   ,23.193         ,22.574              ,1.027 
1024,64    ,127      ,1664   ,24.517         ,22.846              ,1.073 
384 ,0     ,127      ,1024   ,14.051         ,14.142              ,0.994 
384 ,1     ,127      ,1024   ,14.104         ,14.016              ,1.006 
384 ,64    ,127      ,1024   ,15.45          ,13.868              ,1.114 
1024,0     ,127      ,384    ,10.164         ,12.62               ,0.805 
1024,1     ,127      ,384    ,11.979         ,12.391              ,0.967 
1024,64    ,127      ,384    ,11.971         ,12.781              ,0.937 
1696,0     ,127      ,1024   ,19.396         ,20.925              ,0.927 
1696,1     ,127      ,1024   ,20.857         ,21.243              ,0.982 
1696,64    ,127      ,1024   ,20.852         ,21.152              ,0.986 
1024,0     ,127      ,1696   ,23.078         ,22.797              ,1.012 
1024,1     ,127      ,1696   ,23.116         ,22.41               ,1.031 
1024,64    ,127      ,1696   ,24.451         ,22.867              ,1.069 
352 ,0     ,127      ,1024   ,13.459         ,12.215              ,1.102 
352 ,1     ,127      ,1024   ,13.342         ,12.044              ,1.108 
352 ,64    ,127      ,1024   ,14.55          ,14.036              ,1.037 
1024,0     ,127      ,352    ,10.241         ,11.998              ,0.854 
1024,1     ,127      ,352    ,10.192         ,12.601              ,0.809 
1024,64    ,127      ,352    ,12.13          ,12.576              ,0.965 
1728,0     ,127      ,1024   ,19.412         ,20.991              ,0.925 
1728,1     ,127      ,1024   ,20.978         ,20.763              ,1.01  
1728,64    ,127      ,1024   ,21.024         ,21.598              ,0.973 
1024,0     ,127      ,1728   ,23.246         ,22.428              ,1.036 
1024,1     ,127      ,1728   ,23.165         ,22.751              ,1.018 
1024,64    ,127      ,1728   ,24.58          ,22.885              ,1.074 
320 ,0     ,127      ,1024   ,13.569         ,12.239              ,1.109 
320 ,1     ,127      ,1024   ,13.458         ,12.156              ,1.107 
320 ,64    ,127      ,1024   ,14.212         ,14.119              ,1.007 
1024,0     ,127      ,320    ,10.245         ,11.95               ,0.857 
1024,1     ,127      ,320    ,10.178         ,12.008              ,0.848 
1024,64    ,127      ,320    ,10.28          ,12.756              ,0.806 
2048,0     ,127      ,2048   ,31.984         ,32.655              ,0.979 
2048,1     ,127      ,2048   ,35.588         ,33.016              ,1.078 
2048,64    ,127      ,2048   ,37.327         ,33.151              ,1.126 
2080,0     ,127      ,2048   ,32.59          ,33.17               ,0.983 
2080,1     ,127      ,2048   ,39.796         ,33.128              ,1.201 
2080,64    ,127      ,2048   ,39.348         ,33.678              ,1.168 
2048,0     ,127      ,2080   ,36.251         ,33.72               ,1.075 
2048,1     ,127      ,2080   ,36.487         ,33.541              ,1.088 
2048,64    ,127      ,2080   ,38.025         ,36.326              ,1.047 
2016,0     ,127      ,2048   ,36.463         ,33.89               ,1.076 
2016,1     ,127      ,2048   ,36.318         ,34.523              ,1.052 
2016,64    ,127      ,2048   ,36.919         ,33.972              ,1.087 
2048,0     ,127      ,2016   ,32.948         ,34.964              ,0.942 
2048,1     ,127      ,2016   ,32.689         ,34.429              ,0.949 
2048,64    ,127      ,2016   ,38.63          ,34.752              ,1.112 
2112,0     ,127      ,2048   ,32.783         ,34.381              ,0.954 
2112,1     ,127      ,2048   ,38.129         ,33.893              ,1.125 
2112,64    ,127      ,2048   ,34.734         ,36.042              ,0.964 
2048,0     ,127      ,2112   ,36.337         ,34.755              ,1.046 
2048,1     ,127      ,2112   ,36.376         ,35.501              ,1.025 
2048,64    ,127      ,2112   ,38.165         ,36.354              ,1.05  
1984,0     ,127      ,2048   ,36.357         ,34.648              ,1.049 
1984,1     ,127      ,2048   ,36.248         ,34.668              ,1.046 
1984,64    ,127      ,2048   ,36.299         ,33.726              ,1.076 
2048,0     ,127      ,1984   ,32.578         ,32.309              ,1.008 
2048,1     ,127      ,1984   ,32.506         ,33.761              ,0.963 
2048,64    ,127      ,1984   ,32.598         ,33.207              ,0.982 
2144,0     ,127      ,2048   ,32.467         ,34.733              ,0.935 
2144,1     ,127      ,2048   ,37.942         ,34.409              ,1.103 
2144,64    ,127      ,2048   ,34.266         ,34.889              ,0.982 
2048,0     ,127      ,2144   ,36.237         ,34.26               ,1.058 
2048,1     ,127      ,2144   ,36.489         ,34.318              ,1.063 
2048,64    ,127      ,2144   ,38.044         ,36.137              ,1.053 
1952,0     ,127      ,2048   ,35.248         ,32.939              ,1.07  
1952,1     ,127      ,2048   ,35.076         ,33.353              ,1.052 
1952,64    ,127      ,2048   ,36.199         ,34.503              ,1.049 
2048,0     ,127      ,1952   ,32.678         ,31.64               ,1.033 
2048,1     ,127      ,1952   ,32.421         ,32.308              ,1.003 
2048,64    ,127      ,1952   ,32.58          ,34.421              ,0.947 
2176,0     ,127      ,2048   ,32.509         ,33.089              ,0.982 
2176,1     ,127      ,2048   ,34.132         ,33.185              ,1.029 
2176,64    ,127      ,2048   ,34.469         ,33.747              ,1.021 
2048,0     ,127      ,2176   ,36.392         ,34.494              ,1.055 
2048,1     ,127      ,2176   ,36.321         ,35.305              ,1.029 
2048,64    ,127      ,2176   ,38.281         ,36.233              ,1.057 
1920,0     ,127      ,2048   ,34.817         ,32.726              ,1.064 
1920,1     ,127      ,2048   ,34.727         ,33.55               ,1.035 
1920,64    ,127      ,2048   ,36.471         ,34.691              ,1.051 
2048,0     ,127      ,1920   ,30.781         ,32.016              ,0.961 
2048,1     ,127      ,1920   ,32.618         ,31.544              ,1.034 
2048,64    ,127      ,1920   ,32.498         ,32.529              ,0.999 
2208,0     ,127      ,2048   ,32.523         ,33.503              ,0.971 
2208,1     ,127      ,2048   ,34.158         ,33.106              ,1.032 
2208,64    ,127      ,2048   ,34.152         ,33.712              ,1.013 
2048,0     ,127      ,2208   ,36.418         ,35.163              ,1.036 
2048,1     ,127      ,2208   ,36.412         ,34.886              ,1.044 
2048,64    ,127      ,2208   ,37.983         ,36.25               ,1.048 
1888,0     ,127      ,2048   ,34.491         ,32.892              ,1.049 
1888,1     ,127      ,2048   ,34.516         ,32.981              ,1.047 
1888,64    ,127      ,2048   ,35.051         ,33.502              ,1.046 
2048,0     ,127      ,1888   ,31.123         ,32.193              ,0.967 
2048,1     ,127      ,1888   ,30.787         ,32.275              ,0.954 
2048,64    ,127      ,1888   ,32.646         ,31.72               ,1.029 
2240,0     ,127      ,2048   ,32.445         ,33.429              ,0.971 
2240,1     ,127      ,2048   ,34.241         ,33.066              ,1.036 
2240,64    ,127      ,2048   ,34.191         ,34.037              ,1.005 
2048,0     ,127      ,2240   ,36.788         ,35.41               ,1.039 
2048,1     ,127      ,2240   ,36.435         ,35.009              ,1.041 
2048,64    ,127      ,2240   ,38.091         ,36.425              ,1.046 
1856,0     ,127      ,2048   ,34.721         ,33.072              ,1.05  
1856,1     ,127      ,2048   ,34.67          ,33.045              ,1.049 
1856,64    ,127      ,2048   ,34.698         ,33.651              ,1.031 
2048,0     ,127      ,1856   ,31.212         ,30.856              ,1.012 
2048,1     ,127      ,1856   ,30.748         ,32.463              ,0.947 
2048,64    ,127      ,1856   ,30.726         ,32.188              ,0.955 
2272,0     ,127      ,2048   ,32.479         ,33.366              ,0.973 
2272,1     ,127      ,2048   ,34.21          ,32.911              ,1.039 
2272,64    ,127      ,2048   ,34.172         ,33.875              ,1.009 
2048,0     ,127      ,2272   ,36.403         ,35.214              ,1.034 
2048,1     ,127      ,2272   ,36.188         ,34.945              ,1.036 
2048,64    ,127      ,2272   ,37.875         ,36.285              ,1.044 
1824,0     ,127      ,2048   ,33.501         ,32.249              ,1.039 
1824,1     ,127      ,2048   ,33.497         ,32.138              ,1.042 
1824,64    ,127      ,2048   ,34.577         ,33.051              ,1.046 
2048,0     ,127      ,1824   ,30.705         ,29.682              ,1.034 
2048,1     ,127      ,1824   ,30.671         ,31.098              ,0.986 
2048,64    ,127      ,1824   ,30.673         ,31.965              ,0.96  
2304,0     ,127      ,2048   ,32.387         ,33.387              ,0.97  
2304,1     ,127      ,2048   ,34.057         ,33.367              ,1.021 
2304,64    ,127      ,2048   ,34.04          ,33.599              ,1.013 
2048,0     ,127      ,2304   ,36.009         ,36.025              ,1.0   
2048,1     ,127      ,2304   ,36.255         ,36.099              ,1.004 
2048,64    ,127      ,2304   ,38.074         ,37.145              ,1.025 
1792,0     ,127      ,2048   ,33.032         ,32.894              ,1.004 
1792,1     ,127      ,2048   ,32.938         ,32.995              ,0.998 
1792,64    ,127      ,2048   ,34.5           ,33.688              ,1.024 
2048,0     ,127      ,1792   ,29.065         ,31.299              ,0.929 
2048,1     ,127      ,1792   ,31.132         ,33.058              ,0.942 
2048,64    ,127      ,1792   ,30.882         ,33.423              ,0.924 
2336,0     ,127      ,2048   ,32.567         ,35.494              ,0.918 
2336,1     ,127      ,2048   ,34.102         ,35.37               ,0.964 
2336,64    ,127      ,2048   ,34.23          ,35.23               ,0.972 
2048,0     ,127      ,2336   ,36.335         ,35.922              ,1.012 
2048,1     ,127      ,2336   ,36.439         ,35.738              ,1.02  
2048,64    ,127      ,2336   ,38.082         ,37.342              ,1.02  
1760,0     ,127      ,2048   ,32.891         ,31.975              ,1.029 
1760,1     ,127      ,2048   ,32.899         ,32.697              ,1.006 
1760,64    ,127      ,2048   ,33.361         ,33.856              ,0.985 
2048,0     ,127      ,1760   ,29.061         ,31.966              ,0.909 
2048,1     ,127      ,1760   ,29.062         ,31.634              ,0.919 
2048,64    ,127      ,1760   ,31.034         ,30.8                ,1.008 
2368,0     ,127      ,2048   ,32.412         ,35.624              ,0.91  
2368,1     ,127      ,2048   ,34.089         ,34.374              ,0.992 
2368,64    ,127      ,2048   ,34.12          ,34.922              ,0.977 
2048,0     ,127      ,2368   ,36.03          ,35.866              ,1.005 
2048,1     ,127      ,2368   ,36.23          ,35.647              ,1.016 
2048,64    ,127      ,2368   ,37.971         ,36.791              ,1.032 
1728,0     ,127      ,2048   ,32.942         ,31.886              ,1.033 
1728,1     ,127      ,2048   ,32.991         ,31.767              ,1.039 
1728,64    ,127      ,2048   ,33.01          ,32.448              ,1.017 
2048,0     ,127      ,1728   ,29.169         ,30.074              ,0.97  
2048,1     ,127      ,1728   ,29.109         ,31.122              ,0.935 
2048,64    ,127      ,1728   ,29.067         ,31.235              ,0.931 
2400,0     ,127      ,2048   ,32.481         ,34.304              ,0.947 
2400,1     ,127      ,2048   ,34.084         ,34.307              ,0.993 
2400,64    ,127      ,2048   ,34.171         ,34.898              ,0.979 
2048,0     ,127      ,2400   ,36.347         ,35.829              ,1.014 
2048,1     ,127      ,2400   ,36.405         ,36.133              ,1.008 
2048,64    ,127      ,2400   ,38.062         ,37.955              ,1.003 
1696,0     ,127      ,2048   ,31.699         ,32.332              ,0.98  
1696,1     ,127      ,2048   ,31.773         ,31.398              ,1.012 
1696,64    ,127      ,2048   ,32.946         ,31.878              ,1.034 
2048,0     ,127      ,1696   ,28.981         ,29.291              ,0.989 
2048,1     ,127      ,1696   ,28.988         ,30.126              ,0.962 
2048,64    ,127      ,1696   ,29.092         ,31.04               ,0.937 
2432,0     ,127      ,2048   ,32.47          ,34.529              ,0.94  
2432,1     ,127      ,2048   ,34.167         ,33.846              ,1.009 
2432,64    ,127      ,2048   ,34.079         ,35.959              ,0.948 
2048,0     ,127      ,2432   ,36.261         ,35.569              ,1.019 
2048,1     ,127      ,2432   ,36.202         ,35.869              ,1.009 
2048,64    ,127      ,2432   ,37.804         ,38.003              ,0.995 
1664,0     ,127      ,2048   ,31.444         ,31.765              ,0.99  
1664,1     ,127      ,2048   ,31.462         ,31.049              ,1.013 
1664,64    ,127      ,2048   ,32.767         ,31.717              ,1.033 
2048,0     ,127      ,1664   ,27.412         ,30.679              ,0.893 
2048,1     ,127      ,1664   ,28.972         ,29.287              ,0.989 
2048,64    ,127      ,1664   ,28.965         ,30.877              ,0.938 
2464,0     ,127      ,2048   ,32.351         ,35.668              ,0.907 
2464,1     ,127      ,2048   ,34.086         ,34.442              ,0.99  
2464,64    ,127      ,2048   ,34.35          ,36.063              ,0.952 
2048,0     ,127      ,2464   ,36.291         ,36.242              ,1.001 
2048,1     ,127      ,2464   ,36.281         ,35.941              ,1.009 
2048,64    ,127      ,2464   ,38.056         ,38.218              ,0.996 
1632,0     ,127      ,2048   ,31.217         ,30.127              ,1.036 
1632,1     ,127      ,2048   ,31.211         ,30.34               ,1.029 
1632,64    ,127      ,2048   ,31.717         ,31.465              ,1.008 
2048,0     ,127      ,1632   ,27.489         ,29.784              ,0.923 
2048,1     ,127      ,1632   ,27.502         ,29.999              ,0.917 
2048,64    ,127      ,1632   ,28.947         ,29.694              ,0.975 
2496,0     ,127      ,2048   ,32.366         ,34.731              ,0.932 
2496,1     ,127      ,2048   ,34.19          ,34.404              ,0.994 
2496,64    ,127      ,2048   ,34.083         ,35.015              ,0.973 
2048,0     ,127      ,2496   ,36.519         ,36.241              ,1.008 
2048,1     ,127      ,2496   ,36.351         ,36.313              ,1.001 
2048,64    ,127      ,2496   ,37.959         ,37.259              ,1.019 
1600,0     ,127      ,2048   ,31.124         ,30.796              ,1.011 
1600,1     ,127      ,2048   ,31.12          ,30.886              ,1.008 
1600,64    ,127      ,2048   ,31.769         ,31.972              ,0.994 
2048,0     ,127      ,1600   ,27.406         ,29.238              ,0.937 
2048,1     ,127      ,1600   ,27.754         ,30.745              ,0.903 
2048,64    ,127      ,1600   ,27.434         ,31.427              ,0.873 
2528,0     ,127      ,2048   ,32.379         ,35.754              ,0.906 
2528,1     ,127      ,2048   ,34.069         ,35.151              ,0.969 
2528,64    ,127      ,2048   ,34.025         ,36.189              ,0.94  
2048,0     ,127      ,2528   ,36.167         ,37.231              ,0.971 
2048,1     ,127      ,2528   ,36.219         ,37.176              ,0.974 
2048,64    ,127      ,2528   ,37.957         ,38.079              ,0.997 
1568,0     ,127      ,2048   ,30.037         ,30.01               ,1.001 
1568,1     ,127      ,2048   ,30.036         ,30.228              ,0.994 
1568,64    ,127      ,2048   ,31.258         ,30.614              ,1.021 
2048,0     ,127      ,1568   ,27.47          ,29.105              ,0.944 
2048,1     ,127      ,1568   ,27.511         ,29.293              ,0.939 
2048,64    ,127      ,1568   ,27.481         ,31.098              ,0.884 
2560,0     ,127      ,2048   ,32.4           ,36.655              ,0.884 
2560,1     ,127      ,2048   ,34.176         ,36.688              ,0.932 
2560,64    ,127      ,2048   ,34.021         ,37.349              ,0.911 
2048,0     ,127      ,2560   ,36.099         ,37.629              ,0.959 
2048,1     ,127      ,2560   ,36.211         ,37.686              ,0.961 
2048,64    ,127      ,2560   ,37.941         ,38.968              ,0.974 
1536,0     ,127      ,2048   ,30.016         ,29.832              ,1.006 
1536,1     ,127      ,2048   ,29.834         ,29.639              ,1.007 
1536,64    ,127      ,2048   ,31.221         ,30.667              ,1.018 
2048,0     ,127      ,1536   ,25.887         ,28.52               ,0.908 
2048,1     ,127      ,1536   ,27.473         ,28.746              ,0.956 
2048,64    ,127      ,1536   ,27.5           ,29.185              ,0.942 
2592,0     ,127      ,2048   ,32.518         ,35.575              ,0.914 
2592,1     ,127      ,2048   ,34.086         ,34.154              ,0.998 
2592,64    ,127      ,2048   ,33.988         ,34.837              ,0.976 
2048,0     ,127      ,2592   ,36.092         ,36.144              ,0.999 
2048,1     ,127      ,2592   ,36.111         ,35.763              ,1.01  
2048,64    ,127      ,2592   ,37.732         ,37.073              ,1.018 
1504,0     ,127      ,2048   ,29.471         ,28.288              ,1.042 
1504,1     ,127      ,2048   ,29.372         ,28.222              ,1.041 
1504,64    ,127      ,2048   ,30.095         ,29.639              ,1.015 
2048,0     ,127      ,1504   ,25.912         ,27.742              ,0.934 
2048,1     ,127      ,1504   ,25.908         ,28.056              ,0.923 
2048,64    ,127      ,1504   ,27.478         ,28.149              ,0.976 
2624,0     ,127      ,2048   ,32.561         ,34.522              ,0.943 
2624,1     ,127      ,2048   ,34.149         ,34.405              ,0.993 
2624,64    ,127      ,2048   ,34.199         ,34.951              ,0.978 
2048,0     ,127      ,2624   ,36.251         ,35.828              ,1.012 
2048,1     ,127      ,2624   ,36.286         ,35.82               ,1.013 
2048,64    ,127      ,2624   ,37.94          ,37.124              ,1.022 
1472,0     ,127      ,2048   ,29.467         ,28.692              ,1.027 
1472,1     ,127      ,2048   ,29.487         ,28.346              ,1.04  
1472,64    ,127      ,2048   ,29.995         ,29.638              ,1.012 
2048,0     ,127      ,1472   ,25.925         ,27.012              ,0.96  
2048,1     ,127      ,1472   ,25.902         ,28.358              ,0.913 
2048,64    ,127      ,1472   ,25.9           ,28.293              ,0.915 
2656,0     ,127      ,2048   ,32.595         ,34.251              ,0.952 
2656,1     ,127      ,2048   ,34.141         ,35.247              ,0.969 
2656,64    ,127      ,2048   ,34.073         ,34.738              ,0.981 
2048,0     ,127      ,2656   ,36.205         ,35.628              ,1.016 
2048,1     ,127      ,2656   ,35.776         ,35.2                ,1.016 
2048,64    ,127      ,2656   ,37.866         ,37.238              ,1.017 
1440,0     ,127      ,2048   ,28.299         ,27.976              ,1.012 
1440,1     ,127      ,2048   ,28.438         ,27.622              ,1.03  
1440,64    ,127      ,2048   ,29.563         ,27.829              ,1.062 
2048,0     ,127      ,1440   ,26.178         ,26.271              ,0.996 
2048,1     ,127      ,1440   ,25.966         ,26.818              ,0.968 
2048,64    ,127      ,1440   ,26.006         ,27.716              ,0.938 
2688,0     ,127      ,2048   ,32.741         ,34.706              ,0.943 
2688,1     ,127      ,2048   ,34.347         ,34.553              ,0.994 
2688,64    ,127      ,2048   ,34.121         ,34.575              ,0.987 
2048,0     ,127      ,2688   ,36.249         ,35.072              ,1.034 
2048,1     ,127      ,2688   ,36.348         ,35.358              ,1.028 
2048,64    ,127      ,2688   ,37.966         ,36.195              ,1.049 
1408,0     ,127      ,2048   ,28.2           ,27.137              ,1.039 
1408,1     ,127      ,2048   ,28.027         ,27.292              ,1.027 
1408,64    ,127      ,2048   ,29.46          ,27.762              ,1.061 
2048,0     ,127      ,1408   ,24.132         ,25.485              ,0.947 
2048,1     ,127      ,1408   ,25.862         ,25.244              ,1.024 
2048,64    ,127      ,1408   ,25.897         ,26.138              ,0.991 
2720,0     ,127      ,2048   ,32.412         ,33.502              ,0.967 
2720,1     ,127      ,2048   ,34.179         ,33.224              ,1.029 
2720,64    ,127      ,2048   ,34.131         ,33.788              ,1.01  
2048,0     ,127      ,2720   ,36.244         ,35.136              ,1.032 
2048,1     ,127      ,2720   ,36.206         ,34.897              ,1.038 
2048,64    ,127      ,2720   ,37.835         ,36.321              ,1.042 
1376,0     ,127      ,2048   ,27.816         ,26.072              ,1.067 
1376,1     ,127      ,2048   ,27.843         ,25.977              ,1.072 
1376,64    ,127      ,2048   ,28.254         ,27.098              ,1.043 
2048,0     ,127      ,1376   ,24.246         ,25.898              ,0.936 
2048,1     ,127      ,1376   ,24.218         ,25.693              ,0.943 
