combined/run1/order0-0//bench-strnlen0.out
combined/run1/order0-0//bench-strnlen1.out
combined/run1/order0-0//bench-strnlen2.out
combined/run1/order0-0//bench-strnlen3.out
combined/run1/order0-0//bench-strnlen4.out
combined/run1/order0-0//bench-strnlen5.out
combined/run1/order0-0//bench-strnlen6.out
combined/run1/order0-0//bench-strnlen7.out
combined/run1/order0-0//bench-strnlen8.out
combined/run1/order0-0//bench-strnlen9.out

Results For: strnlen
len ,align ,max_char ,maxlen ,__strnlen_evex512 ,__strnlen_evex512_orig 
4096,0     ,127      ,4544   ,36.972            ,36.842                 ,1.004 
4096,1     ,127      ,4544   ,36.9              ,36.908                 ,1.0   
4096,64    ,127      ,4544   ,37.588            ,37.887                 ,0.992 
3648,0     ,127      ,4096   ,33.645            ,33.76                  ,0.997 
3648,1     ,127      ,4096   ,33.805            ,33.986                 ,0.995 
3648,64    ,127      ,4096   ,34.458            ,34.993                 ,0.985 
4096,0     ,127      ,3648   ,32.128            ,32.266                 ,0.996 
4096,1     ,127      ,3648   ,32.089            ,32.145                 ,0.998 
4096,64    ,127      ,3648   ,32.468            ,32.241                 ,1.007 
4576,0     ,127      ,4096   ,34.283            ,34.304                 ,0.999 
4576,1     ,127      ,4096   ,36.31             ,36.299                 ,1.0   
4576,64    ,127      ,4096   ,36.207            ,36.195                 ,1.0   
4096,0     ,127      ,4576   ,36.969            ,36.805                 ,1.004 
4096,1     ,127      ,4576   ,36.945            ,36.792                 ,1.004 
4096,64    ,127      ,4576   ,37.848            ,38.839                 ,0.974 
3616,0     ,127      ,4096   ,32.942            ,33.26                  ,0.99  
3616,1     ,127      ,4096   ,33.033            ,33.556                 ,0.984 
3616,64    ,127      ,4096   ,33.878            ,34.225                 ,0.99  
4096,0     ,127      ,3616   ,31.948            ,33.685                 ,0.948 
4096,1     ,127      ,3616   ,32.118            ,32.371                 ,0.992 
4096,64    ,127      ,3616   ,32.086            ,34.645                 ,0.926 
4608,0     ,127      ,4096   ,34.362            ,35.149                 ,0.978 
4608,1     ,127      ,4096   ,37.06             ,37.348                 ,0.992 
4608,64    ,127      ,4096   ,36.387            ,37.401                 ,0.973 
4096,0     ,127      ,4608   ,37.022            ,38.039                 ,0.973 
4096,1     ,127      ,4608   ,37.253            ,37.092                 ,1.004 
4096,64    ,127      ,4608   ,37.833            ,39.01                  ,0.97  
3584,0     ,127      ,4096   ,32.825            ,32.968                 ,0.996 
3584,1     ,127      ,4096   ,33.043            ,33.991                 ,0.972 
3584,64    ,127      ,4096   ,33.953            ,34.141                 ,0.995 
4096,0     ,127      ,3584   ,30.244            ,33.08                  ,0.914 
4096,1     ,127      ,3584   ,32.219            ,36.12                  ,0.892 
4096,64    ,127      ,3584   ,32.333            ,36.036                 ,0.897 
4640,0     ,127      ,4096   ,34.061            ,38.096                 ,0.894 
4640,1     ,127      ,4096   ,36.252            ,40.174                 ,0.902 
4640,64    ,127      ,4096   ,36.254            ,39.63                  ,0.915 
4096,0     ,127      ,4640   ,37.082            ,37.935                 ,0.977 
4096,1     ,127      ,4640   ,37.142            ,38.026                 ,0.977 
4096,64    ,127      ,4640   ,37.94             ,40.106                 ,0.946 
3552,0     ,127      ,4096   ,33.171            ,34.381                 ,0.965 
3552,1     ,127      ,4096   ,33.22             ,34.296                 ,0.969 
3552,64    ,127      ,4096   ,33.122            ,34.316                 ,0.965 
4096,0     ,127      ,3552   ,30.19             ,32.461                 ,0.93  
4096,1     ,127      ,3552   ,30.236            ,31.597                 ,0.957 
4096,64    ,127      ,3552   ,32.147            ,33.435                 ,0.961 
4672,0     ,127      ,4096   ,34.098            ,35.587                 ,0.958 
4672,1     ,127      ,4096   ,36.395            ,40.22                  ,0.905 
4672,64    ,127      ,4096   ,36.442            ,38.88                  ,0.937 
4096,0     ,127      ,4672   ,37.144            ,37.944                 ,0.979 
4096,1     ,127      ,4672   ,37.285            ,39.45                  ,0.945 
4096,64    ,127      ,4672   ,37.99             ,40.099                 ,0.947 
3520,0     ,127      ,4096   ,32.894            ,34.641                 ,0.95  
3520,1     ,127      ,4096   ,33.076            ,33.738                 ,0.98  
3520,64    ,127      ,4096   ,33.144            ,33.574                 ,0.987 
4096,0     ,127      ,3520   ,30.087            ,32.389                 ,0.929 
4096,1     ,127      ,3520   ,30.86             ,33.478                 ,0.922 
4096,64    ,127      ,3520   ,30.011            ,31.186                 ,0.962 
4704,0     ,127      ,4096   ,34.379            ,36.533                 ,0.941 
4704,1     ,127      ,4096   ,36.628            ,37.356                 ,0.981 
4704,64    ,127      ,4096   ,36.448            ,37.625                 ,0.969 
4096,0     ,127      ,4704   ,37.17             ,38.1                   ,0.976 
4096,1     ,127      ,4704   ,37.283            ,38.874                 ,0.959 
4096,64    ,127      ,4704   ,37.93             ,39.044                 ,0.971 
3488,0     ,127      ,4096   ,32.538            ,34.006                 ,0.957 
3488,1     ,127      ,4096   ,32.831            ,33.878                 ,0.969 
3488,64    ,127      ,4096   ,33.073            ,33.921                 ,0.975 
4096,0     ,127      ,3488   ,30.202            ,32.845                 ,0.92  
4096,1     ,127      ,3488   ,30.174            ,31.628                 ,0.954 
4096,64    ,127      ,3488   ,30.135            ,31.369                 ,0.961 
4736,0     ,127      ,4096   ,34.311            ,35.232                 ,0.974 
4736,1     ,127      ,4096   ,36.584            ,37.314                 ,0.98  
4736,64    ,127      ,4096   ,36.323            ,37.31                  ,0.974 
4096,0     ,127      ,4736   ,37.086            ,37.17                  ,0.998 
4096,1     ,127      ,4736   ,37.112            ,37.497                 ,0.99  
4096,64    ,127      ,4736   ,38.004            ,38.889                 ,0.977 
3456,0     ,127      ,4096   ,32.769            ,32.415                 ,1.011 
3456,1     ,127      ,4096   ,32.724            ,32.618                 ,1.003 
3456,64    ,127      ,4096   ,33.051            ,33.52                  ,0.986 
4096,0     ,127      ,3456   ,29.98             ,32.932                 ,0.91  
4096,1     ,127      ,3456   ,30.103            ,30.715                 ,0.98  
4096,64    ,127      ,3456   ,30.119            ,30.557                 ,0.986 
4768,0     ,127      ,4096   ,34.302            ,34.324                 ,0.999 
4768,1     ,127      ,4096   ,36.359            ,36.639                 ,0.992 
4768,64    ,127      ,4096   ,36.402            ,36.22                  ,1.005 
4096,0     ,127      ,4768   ,36.99             ,37.147                 ,0.996 
4096,1     ,127      ,4768   ,40.59             ,40.413                 ,1.004 
4096,64    ,127      ,4768   ,38.082            ,37.972                 ,1.003 
3424,0     ,127      ,4096   ,32.003            ,33.154                 ,0.965 
3424,1     ,127      ,4096   ,32.134            ,32.757                 ,0.981 
3424,64    ,127      ,4096   ,32.698            ,32.635                 ,1.002 
4096,0     ,127      ,3424   ,30.027            ,31.693                 ,0.947 
4096,1     ,127      ,3424   ,30.201            ,31.924                 ,0.946 
4096,64    ,127      ,3424   ,30.13             ,31.778                 ,0.948 
4800,0     ,127      ,4096   ,34.421            ,35.572                 ,0.968 
4800,1     ,127      ,4096   ,36.386            ,37.707                 ,0.965 
4800,64    ,127      ,4096   ,36.243            ,36.389                 ,0.996 
4096,0     ,127      ,4800   ,37.23             ,37.216                 ,1.0   
4096,1     ,127      ,4800   ,37.302            ,37.133                 ,1.005 
4096,64    ,127      ,4800   ,38.123            ,38.128                 ,1.0   
3392,0     ,127      ,4096   ,31.933            ,32.431                 ,0.985 
3392,1     ,127      ,4096   ,31.996            ,32.475                 ,0.985 
3392,64    ,127      ,4096   ,32.729            ,32.724                 ,1.0   
4096,0     ,127      ,3392   ,30.081            ,30.547                 ,0.985 
4096,1     ,127      ,3392   ,30.096            ,30.493                 ,0.987 
4096,64    ,127      ,3392   ,30.157            ,30.538                 ,0.988 
8160,0     ,127      ,8192   ,78.507            ,98.852                 ,0.794 
8160,1     ,127      ,8192   ,78.521            ,98.863                 ,0.794 
8128,0     ,127      ,8192   ,71.829            ,97.697                 ,0.735 
8128,1     ,127      ,8192   ,72.564            ,97.892                 ,0.741 
8096,0     ,127      ,8192   ,70.626            ,98.091                 ,0.72  
8096,1     ,127      ,8192   ,70.728            ,98.198                 ,0.72  
8096,64    ,127      ,8192   ,71.947            ,98.236                 ,0.732 
8064,0     ,127      ,8192   ,71.266            ,97.172                 ,0.733 
8064,1     ,127      ,8192   ,70.634            ,97.924                 ,0.721 
8064,64    ,127      ,8192   ,71.085            ,97.23                  ,0.731 
8032,0     ,127      ,8192   ,71.019            ,98.149                 ,0.724 
8032,1     ,127      ,8192   ,69.607            ,97.294                 ,0.715 
8032,64    ,127      ,8192   ,70.453            ,97.989                 ,0.719 
8000,0     ,127      ,8192   ,71.808            ,97.843                 ,0.734 
8000,1     ,127      ,8192   ,69.752            ,97.269                 ,0.717 
8000,64    ,127      ,8192   ,70.596            ,97.849                 ,0.721 
7968,0     ,127      ,8192   ,69.787            ,96.622                 ,0.722 
7968,1     ,127      ,8192   ,69.064            ,97.512                 ,0.708 
7968,64    ,127      ,8192   ,69.647            ,98.663                 ,0.706 
7936,0     ,127      ,8192   ,69.991            ,97.335                 ,0.719 
7936,1     ,127      ,8192   ,68.869            ,96.428                 ,0.714 
7936,64    ,127      ,8192   ,70.946            ,97.602                 ,0.727 
7904,0     ,127      ,8192   ,68.957            ,97.159                 ,0.71  
7904,1     ,127      ,8192   ,68.949            ,98.0                   ,0.704 
7904,64    ,127      ,8192   ,68.959            ,96.14                  ,0.717 
7872,0     ,127      ,8192   ,68.665            ,97.123                 ,0.707 
7872,1     ,127      ,8192   ,68.844            ,97.114                 ,0.709 
7872,64    ,127      ,8192   ,68.829            ,96.386                 ,0.714 
7840,0     ,127      ,8192   ,69.135            ,96.239                 ,0.718 
7840,1     ,127      ,8192   ,68.802            ,96.281                 ,0.715 
7840,64    ,127      ,8192   ,68.835            ,92.463                 ,0.744 
7808,0     ,127      ,8192   ,70.812            ,95.667                 ,0.74  
7808,1     ,127      ,8192   ,70.541            ,94.571                 ,0.746 
7808,64    ,127      ,8192   ,68.76             ,95.542                 ,0.72  
7776,0     ,127      ,8192   ,67.335            ,95.937                 ,0.702 
7776,1     ,127      ,8192   ,68.927            ,95.793                 ,0.72  
7776,64    ,127      ,8192   ,71.455            ,95.539                 ,0.748 
7744,0     ,127      ,8192   ,67.826            ,96.464                 ,0.703 
7744,1     ,127      ,8192   ,69.972            ,95.681                 ,0.731 
7744,64    ,127      ,8192   ,68.397            ,96.048                 ,0.712 
7712,0     ,127      ,8192   ,66.64             ,95.402                 ,0.699 
7712,1     ,127      ,8192   ,66.773            ,95.625                 ,0.698 
7712,64    ,127      ,8192   ,67.541            ,94.374                 ,0.716 
7680,0     ,127      ,8192   ,66.634            ,94.673                 ,0.704 
7680,1     ,127      ,8192   ,66.561            ,95.921                 ,0.694 
7680,64    ,127      ,8192   ,67.656            ,93.35                  ,0.725 
7648,0     ,127      ,8192   ,66.696            ,94.097                 ,0.709 
7648,1     ,127      ,8192   ,66.993            ,94.38                  ,0.71  
7648,64    ,127      ,8192   ,67.517            ,95.034                 ,0.71  
7616,0     ,127      ,8192   ,66.601            ,94.686                 ,0.703 
7616,1     ,127      ,8192   ,69.125            ,95.6                   ,0.723 
7616,64    ,127      ,8192   ,70.508            ,97.066                 ,0.726 
7584,0     ,127      ,8192   ,66.374            ,94.019                 ,0.706 
7584,1     ,127      ,8192   ,66.261            ,93.883                 ,0.706 
7584,64    ,127      ,8192   ,66.909            ,93.668                 ,0.714 
7552,0     ,127      ,8192   ,66.207            ,94.007                 ,0.704 
7552,1     ,127      ,8192   ,66.296            ,92.927                 ,0.713 
7552,64    ,127      ,8192   ,66.696            ,94.585                 ,0.705 
7520,0     ,127      ,8192   ,65.315            ,95.024                 ,0.687 
7520,1     ,127      ,8192   ,65.623            ,94.897                 ,0.692 
7520,64    ,127      ,8192   ,66.227            ,93.015                 ,0.712 
7488,0     ,127      ,8192   ,65.401            ,94.726                 ,0.69  
7488,1     ,127      ,8192   ,65.491            ,94.474                 ,0.693 
7488,64    ,127      ,8192   ,66.441            ,93.603                 ,0.71  
0.9325173395643778
