
Results For: wcpcpy
align1,align2 ,len  ,max_char   ,__wcpcpy_avx2 ,__wcpcpy_generic 
7     ,5      ,504  ,1273       ,54.642        ,69.162           ,0.79  
0     ,4      ,508  ,1273       ,54.676        ,79.408           ,0.689 
4     ,0      ,508  ,2147483647 ,54.924        ,69.348           ,0.792 
4     ,4      ,508  ,1273       ,37.474        ,67.425           ,0.556 
2     ,2      ,508  ,2147483647 ,35.312        ,67.81            ,0.521 
2     ,6      ,508  ,1273       ,54.425        ,79.003           ,0.689 
6     ,2      ,508  ,2147483647 ,54.913        ,70.153           ,0.783 
1     ,7      ,508  ,1273       ,54.799        ,79.242           ,0.692 
7     ,1      ,508  ,2147483647 ,54.441        ,69.285           ,0.786 
3     ,4      ,508  ,1273       ,54.326        ,78.818           ,0.689 
4     ,3      ,508  ,2147483647 ,54.537        ,69.513           ,0.785 
5     ,7      ,508  ,1273       ,55.706        ,78.139           ,0.713 
7     ,5      ,508  ,1273       ,55.794        ,69.928           ,0.798 
0     ,4      ,512  ,1273       ,55.715        ,78.387           ,0.711 
4     ,0      ,512  ,2147483647 ,55.684        ,68.863           ,0.809 
4     ,4      ,512  ,1273       ,38.243        ,67.135           ,0.57  
2     ,2      ,512  ,2147483647 ,37.514        ,67.681           ,0.554 
2     ,6      ,512  ,1273       ,56.127        ,78.692           ,0.713 
6     ,2      ,512  ,2147483647 ,56.171        ,70.14            ,0.801 
1     ,7      ,512  ,1273       ,55.495        ,78.626           ,0.706 
7     ,1      ,512  ,2147483647 ,55.791        ,69.226           ,0.806 
3     ,4      ,512  ,1273       ,55.753        ,78.35            ,0.712 
4     ,3      ,512  ,2147483647 ,55.721        ,69.306           ,0.804 
5     ,7      ,512  ,1273       ,55.103        ,78.178           ,0.705 
7     ,5      ,512  ,1273       ,55.663        ,69.023           ,0.806 
1     ,0      ,1    ,1273       ,3.453         ,9.245            ,0.374 
1     ,1      ,1    ,1273       ,3.82          ,9.123            ,0.419 
1     ,0      ,2    ,1273       ,4.767         ,9.115            ,0.523 
2     ,2      ,2    ,1273       ,5.124         ,9.218            ,0.556 
1     ,0      ,4    ,1273       ,5.118         ,9.064            ,0.565 
4     ,4      ,4    ,1273       ,5.118         ,9.024            ,0.567 
1     ,0      ,8    ,1273       ,5.359         ,9.137            ,0.587 
1     ,0      ,16   ,1273       ,7.34          ,11.742           ,0.625 
1     ,0      ,32   ,1273       ,8.67          ,15.403           ,0.563 
1     ,0      ,64   ,1273       ,14.509        ,19.062           ,0.761 
1     ,0      ,128  ,1273       ,21.154        ,27.51            ,0.769 
1     ,0      ,256  ,1273       ,35.143        ,40.808           ,0.861 
1     ,0      ,512  ,1273       ,56.423        ,69.835           ,0.808 
1     ,0      ,1024 ,1273       ,136.494       ,146.259          ,0.933 
0.698315340493571
