
Results For: stpcpy
align1,align2 ,len  ,max_char ,new    ,old    ,new/old 
4     ,4      ,156  ,127      ,12.667 ,9.275  ,1.366   
4     ,4      ,16   ,127      ,6.092  ,7.989  ,0.763   
4     ,4      ,160  ,127      ,12.68  ,12.064 ,1.051   
4     ,4      ,164  ,127      ,12.741 ,11.693 ,1.09    
4     ,4      ,168  ,127      ,12.663 ,11.563 ,1.095   
4     ,4      ,172  ,127      ,12.71  ,11.483 ,1.107   
4     ,4      ,176  ,127      ,12.759 ,11.485 ,1.111   
4     ,4      ,180  ,127      ,12.649 ,11.476 ,1.102   
4     ,4      ,184  ,127      ,12.701 ,11.396 ,1.115   
4     ,4      ,188  ,127      ,12.205 ,10.313 ,1.183   
4     ,4      ,192  ,127      ,12.121 ,12.451 ,0.973   
4     ,4      ,196  ,127      ,12.159 ,12.217 ,0.995   
4     ,4      ,20   ,127      ,6.05   ,7.931  ,0.763   
4     ,4      ,200  ,127      ,12.205 ,12.164 ,1.003   
4     ,4      ,204  ,127      ,12.139 ,12.396 ,0.979   
4     ,4      ,208  ,127      ,12.096 ,12.367 ,0.978   
4     ,4      ,212  ,127      ,12.2   ,12.47  ,0.978   
4     ,4      ,216  ,127      ,12.167 ,12.456 ,0.977   
4     ,4      ,220  ,127      ,12.476 ,11.263 ,1.108   
4     ,4      ,224  ,127      ,12.428 ,12.627 ,0.984   
4     ,4      ,228  ,127      ,12.459 ,12.591 ,0.99    
4     ,4      ,232  ,127      ,12.378 ,12.781 ,0.968   
4     ,4      ,236  ,127      ,12.478 ,12.18  ,1.024   
4     ,4      ,24   ,127      ,6.053  ,7.879  ,0.768   
4     ,4      ,240  ,127      ,12.3   ,12.115 ,1.015   
4     ,4      ,244  ,127      ,12.511 ,12.267 ,1.02    
4     ,4      ,248  ,127      ,12.461 ,12.234 ,1.019   
4     ,4      ,252  ,127      ,13.694 ,14.533 ,0.942   
4     ,4      ,256  ,127      ,13.706 ,15.353 ,0.893   
4     ,4      ,260  ,127      ,13.636 ,15.035 ,0.907   
4     ,4      ,264  ,127      ,13.883 ,15.03  ,0.924   
4     ,4      ,268  ,127      ,13.795 ,14.838 ,0.93    
4     ,4      ,272  ,127      ,13.782 ,14.852 ,0.928   
4     ,4      ,276  ,127      ,13.672 ,14.817 ,0.923   
4     ,4      ,28   ,127      ,6.057  ,7.847  ,0.772   
4     ,4      ,280  ,127      ,13.707 ,15.004 ,0.914   
4     ,4      ,284  ,127      ,13.466 ,15.339 ,0.878   
