
Results For: wcscpy
align1,align2 ,len  ,max_char   ,__wcscpy_evex ,__wcscpy_ssse3 
7     ,1      ,512  ,2147483647 ,55.566        ,120.323        ,0.462 
3     ,4      ,512  ,1273       ,55.611        ,124.611        ,0.446 
4     ,3      ,512  ,2147483647 ,56.222        ,121.309        ,0.463 
5     ,7      ,512  ,1273       ,54.969        ,121.348        ,0.453 
7     ,5      ,512  ,1273       ,55.437        ,119.55         ,0.464 
1     ,0      ,1    ,1273       ,3.37          ,3.366          ,1.001 
1     ,1      ,1    ,1273       ,3.634         ,3.636          ,0.999 
1     ,0      ,2    ,1273       ,4.852         ,4.773          ,1.017 
2     ,2      ,2    ,1273       ,5.149         ,4.774          ,1.079 
1     ,0      ,4    ,1273       ,5.148         ,7.306          ,0.705 
4     ,4      ,4    ,1273       ,5.155         ,6.685          ,0.771 
1     ,0      ,8    ,1273       ,5.464         ,8.761          ,0.624 
1     ,0      ,16   ,1273       ,7.39          ,11.19          ,0.66  
1     ,0      ,32   ,1273       ,8.666         ,18.829         ,0.46  
1     ,0      ,64   ,1273       ,14.638        ,22.782         ,0.643 
1     ,0      ,128  ,1273       ,21.013        ,32.792         ,0.641 
1     ,0      ,256  ,1273       ,35.344        ,55.979         ,0.631 
1     ,0      ,512  ,1273       ,56.533        ,120.65         ,0.469 
1     ,0      ,1024 ,1273       ,135.891       ,212.013        ,0.641 
0.5876133114292025
